pl_name,pl_rade,pl_radj,pl_bmasse,pl_orbsmax,pl_orbper,discoverymethod,disc_year
"Kepler-1233 b",2.60000000,0.23195646,,,45.12630420000,"Transit",2016
"HD 29021 b",,,1420.69297929,2.2940000000,1365.00000000000,"Radial Velocity",2017
"Kepler-205 b",1.51000000,0.13500000,,0.0320000000,2.75564000000,"Transit",2014
"Kepler-549 c",2.93000000,0.26139709,,,117.04049800000,"Transit",2016
"Kepler-1221 b",1.88000000,0.16772237,,,12.00096042000,"Transit",2016
"Kepler-1836 b",2.55303229,0.22776668,,,5.25416994100,"Transit",2021
"Kepler-257 b",2.61000000,0.23300000,,0.0340000000,2.38266700000,"Transit",2014
"Kepler-42 b",0.78000000,0.07000000,,0.0116000000,1.21376720000,"Transit",2011
"HD 75302 b",,,1716.27339780,5.3000000000,4356.00000000000,"Radial Velocity",2023
"Kepler-44 b",12.22000000,1.09000000,317.82000000,0.0446000000,3.24672930000,"Transit",2011
"Kepler-425 b",10.96200000,0.97800000,79.45000000,0.0464000000,3.79701816000,"Transit",2014
"KOI-984 c",,,209.80000000,0.1467000000,21.51200000000,"Transit Timing Variations",2022
"Kepler-1912 b",1.35670508,0.12103733,,,6.05921983700,"Transit",2021
"Kepler-336 d",2.37000000,0.21100000,,0.1540000000,20.67877200000,"Transit",2014
"HD 156098 c",,,1661.60691180,8.4150000000,7841.58390000000,"Radial Velocity",2022
"Kepler-1258 b",0.86000000,0.07672406,,,0.98494016700,"Transit",2016
"HD 142 b",,,396.96768034,1.0390000000,351.43394000000,"Radial Velocity",2001
"KMT-2021-BLG-0171L b",,,11.20000000,3.5000000000,,"Microlensing",2022
"Kepler-132 b",1.21000000,0.10800000,,0.0670000000,6.17819600000,"Transit",2014
"TOI-5174 b",5.35100000,0.47738507,,,12.21428600000,"Transit",2022
"WASP-97 b",12.77826000,1.14000000,432.24880000,,2.07276000000,"Transit",2014
"Kepler-1646 b",1.23000000,0.10973325,,,4.48558383000,"Transit",2016
"HD 63433 c",2.69200000,0.24000000,15.53900000,,20.54382810000,"Transit",2020
"K2-342 b",2.03000000,0.18110478,,,11.56105200000,"Transit",2021
"Kepler-188 c",3.19000000,0.28500000,,0.0660000000,5.99655300000,"Transit",2014
"Kepler-1096 b",1.24000000,0.11062539,,,2.89221750600,"Transit",2016
"HD 173416 b",,,585.12209729,1.1580000000,322.03000000000,"Radial Velocity",2008
"Kepler-111 c",7.08407580,0.63200000,222.47988490,0.7510000000,224.77833000000,"Transit",2014
"KMT-2022-BLG-1013L b",,,98.52680617,1.3800000000,,"Microlensing",2023
"Kepler-284 b",2.24000000,0.20000000,,0.1040000000,12.69914900000,"Transit",2014
"MOA-2013-BLG-605L b",,,3.24000000,0.9300000000,,"Microlensing",2016
"OGLE-2016-BLG-1227L b",,,250.00000000,3.4000000000,,"Microlensing",2020
"HATS-52 b",15.49083800,1.38200000,711.93920000,0.0249800000,1.36665436000,"Transit",2017
"HD 32963 b",,,222.48100000,3.4100000000,2372.00000000000,"Radial Velocity",2015
"Kepler-131 b",2.41000000,0.21500000,16.13000000,,16.09200000000,"Transit",2014
"MOA-2008-BLG-379L b",,,1300.00000000,2.7000000000,,"Microlensing",2013
"Kepler-1241 b",2.63000000,0.23463288,,,18.55257010000,"Transit",2016
"HIP 55507 b",,,2585.53409095,5.0620000000,5138.43727000000,"Radial Velocity",2022
"HD 1690 b",,,2793.72570000,1.3600000000,533.00000000000,"Radial Velocity",2010
"TOI-2498 b",6.06000000,0.54063792,34.62000000,0.0491000000,3.73825200000,"Transit",2023
"HD 29399 b",,,498.99059899,1.9130000000,892.70000000000,"Radial Velocity",2022
"WASP-1 b",16.62300000,1.48300000,271.41500000,0.0388900000,2.51994540000,"Transit",2007
"HD 151450 b",,,38.45723725,0.1600000000,21.89288000000,"Radial Velocity",2022
"OGLE-TR-111 b",11.42197100,1.01900000,,0.0473000000,4.01444630000,"Transit",2004
"Kepler-361 c",2.52000000,0.22500000,,0.3000000000,55.18802300000,"Transit",2014
"K2-136 b",1.01400000,0.09046318,4.30000000,0.0707000000,7.97525000000,"Transit",2017
"K2-136 c",3.00000000,0.26764253,18.10000000,0.1185000000,17.30723000000,"Transit",2017
"HD 18143 c",,,3177.64841319,17.5300000000,28982.41764000000,"Radial Velocity",2022
"LHS 1678 d",0.98100000,0.08751911,,0.0400000000,4.96522290000,"Transit",2024
"WASP-157 b",11.19000000,0.99830493,,0.0499000000,3.95162300000,"Transit",2016
"EPIC 201833600 c",1.00000000,0.08921402,,,3.96151000000,"Transit",2019
"Kepler-93 b",1.47800000,0.13185856,4.66000000,0.0534300000,4.72673978000,"Transit",2014
"HD 106270 b",,,3219.61790000,3.3400000000,1888.00000000000,"Radial Velocity",2011
"TOI-220 b",3.03000000,0.27031896,13.80000000,0.0891100000,10.69526400000,"Transit",2021
"HD 2638 b",,,133.48860000,0.0400000000,3.44420000000,"Radial Velocity",2005
"HD 39194 c",,,7.49000000,0.1083000000,14.03090000000,"Radial Velocity",2021
"Kepler-511 b",6.35000000,0.56650906,,,296.63786500000,"Transit",2016
"K2-151 b",1.49000000,0.13292890,,0.0373000000,3.83547600000,"Transit",2018
"HIP 54373 b",,,8.62000000,0.0630000000,7.76000000000,"Radial Velocity",2019
"Kepler-426 b",12.22000000,1.09000000,108.06000000,0.0414000000,3.21751883000,"Transit",2014
"TOI-6054.02",2.82000000,0.25158398,9.30000000,0.1079000000,12.56363600000,"Transit",2024
"TOI-5795 b",5.62000000,0.50138368,23.66000000,0.0640000000,6.14063250000,"Transit",2025
"HS Psc b",,,464.02947422,0.0435000000,3.98600000000,"Radial Velocity",2024
"TOI-1443 b",2.30381001,0.20553252,30.00000000,0.1470000000,23.54067800000,"Transit",2024
"HD 134606 f",,,5.63000000,0.1784000000,26.91500000000,"Radial Velocity",2024
"Kepler-1717 b",2.98929758,0.26668773,,,30.65279961000,"Transit",2021
"TOI-4329 b",16.81347105,1.50000000,143.02278315,,2.92230000000,"Transit",2022
"Kepler-784 c",1.55000000,0.13828198,,0.1309000000,17.15723600000,"Transit",2023
"Kepler-1972 b",0.80200000,0.07154977,2.02000000,,7.54425000000,"Transit",2022
"HD 100546 b",77.34210000,6.90000000,2701.54145950,53.0000000000,,"Imaging",2014
"Kepler-238 e",5.60000000,0.50000000,169.70000000,,23.65400000000,"Transit",2013
"Kepler-993 b",2.97000000,0.26496565,,,22.08557563000,"Transit",2016
"Teegarden's Star d",,,0.82000000,0.0791000000,26.13000000000,"Radial Velocity",2024
"OGLE-TR-132 b",13.45000000,1.20000000,375.02000000,0.0303500000,1.68986800000,"Transit",2004
"TOI-4342 c",2.34900000,0.20956410,4.80000000,0.0804000000,10.68866200000,"Transit",2023
"Kepler-1761 b",1.39109603,0.12410549,,,4.04354000100,"Transit",2021
"Kepler-865 c",0.89000000,0.07940062,,0.0610000000,6.20920207000,"Transit",2023
"K2-59 b",2.41000000,0.21500580,,0.1354000000,20.69210000000,"Transit",2016
"Kepler-1062 b",1.76000000,0.15701668,,,9.30412078000,"Transit",2016
"OGLE-2018-BLG-0516L b",,,20.10000000,2.2000000000,,"Microlensing",2022
"Kepler-809 b",3.01000000,0.26853421,,,55.63934000000,"Transit",2016
"Kepler-941 b",3.08000000,0.27477920,,,17.42395198000,"Transit",2016
"TOI-5799 b",1.73300000,0.15460817,,0.0348000000,4.16450700000,"Transit",2024
"Kepler-1400 b",1.62000000,0.14452672,,,9.06689421000,"Transit",2016
"HD 10975 b",,,143.02278315,0.9500000000,283.80000000000,"Radial Velocity",2021
"HAT-P-20 b",9.71800000,0.86700000,2302.89900000,0.0361000000,2.87531700000,"Transit",2010
"Kepler-920 c",3.80000000,0.33901329,,,100.82741130000,"Transit",2016
"KMT-2024-BLG-0404L c",,,17.30000000,,,"Microlensing",2025
"Kepler-1505 b",0.93000000,0.08296904,,,30.86093660000,"Transit",2016
"Kepler-545 b",2.69000000,0.23998573,,,13.24934059000,"Transit",2016
"TOI-1438 b",3.04000000,0.27121110,9.40000000,0.0553000000,5.13967000000,"Transit",2025
"HATS-3 b",15.48000000,1.38100000,340.38200000,0.0485000000,3.54785100000,"Transit",2013
"HD 135694 b",2.85700000,0.25488491,,0.1246950000,15.92347556800,"Transit",2023
"HR 5183 b",,,1026.59090000,18.0000000000,27000.00000000000,"Radial Velocity",2019
"Kepler-374 c",1.10000000,0.09800000,,0.0420000000,3.28280700000,"Transit",2014
"TOI-2200 b",6.96310517,0.62120770,,,2.93602836512,"Transit",2026
"TOI-2295 c",,,1783.01736327,2.0180000000,966.50000000000,"Radial Velocity",2024
"TOI-205 b",2.50121142,0.22314352,,,4.25300773815,"Transit",2026
"Kepler-1547 b",0.90000000,0.08029262,,,0.69297967600,"Transit",2016
"Kepler-1181 c",1.83000000,0.16326195,,0.0928000000,8.93484887000,"Transit",2023
"EPIC 220674823 c",2.71200000,0.24194885,7.90000000,0.1078000000,13.34060300000,"Transit",2016
"HD 160691 e",,,2224.79884900,,307.90000000000,"Radial Velocity",2006
"Kepler-1471 c",1.88000000,0.16772265,,0.0981000000,11.60448810000,"Transit",2023
"WASP-197 b",14.44837612,1.28900000,403.32424848,0.0650000000,5.16722800000,"Transit",2025
"Kepler-1279 b",1.75000000,0.15612454,,,23.47741010000,"Transit",2016
"Kepler-1438 b",0.94000000,0.08386118,,,2.31942009000,"Transit",2016
"Kepler-446 b",1.50000000,0.13000000,,,1.56540900000,"Transit",2015
"Kepler-1197 b",1.25000000,0.11151753,,,2.03231845000,"Transit",2016
"KOBE-1 c",,,12.40000000,0.1607100000,29.67100000000,"Radial Velocity",2025
"Kepler-113 b",1.82000000,0.16200000,11.70000000,,4.75400000000,"Transit",2014
"Kepler-10 c",2.35500000,0.21009939,11.29000000,0.2410000000,45.29430100000,"Transit",2011
"Kepler-1963 b",0.74437023,0.06640838,,,1.96226000800,"Transit",2021
"Kepler-357 b",1.84000000,0.16400000,,0.0630000000,6.47543400000,"Transit",2014
"WASP-24 b",15.46842000,1.38000000,394.10920000,,2.34121000000,"Transit",2010
"TOI-3261 b",3.82000000,0.34079816,30.30000000,0.0171400000,0.88313310000,"Transit",2024
"Kepler-223 c",3.44000000,0.30689624,5.10000000,,9.84564000000,"Transit",2014
"Kepler-1417 b",1.00000000,0.08921402,,,20.35052130000,"Transit",2016
"KMT-2016-BLG-2321L b",,,301.93698665,3.5800000000,,"Microlensing",2024
"Kepler-755 b",1.76000000,0.15701668,,,1.26909037400,"Transit",2016
"HD 180314 b",,,7216.92963775,1.4480000000,394.73000000000,"Radial Velocity",2010
"Kepler-390 b",0.82000000,0.07300000,,0.0650000000,6.73808800000,"Transit",2014
"Kepler-202 b",1.63000000,0.14500000,,0.0450000000,4.06942700000,"Transit",2014
"KMT-2021-BLG-0748L b",,,143.02278315,2.4300000000,,"Microlensing",2022
"Kepler-403 d",1.42000000,0.12668391,,,13.61159129000,"Transit",2016
"K2-57 b",2.30905002,0.20600000,,0.0752000000,9.00730000000,"Transit",2016
"K2-28 b",2.32000000,0.20697654,,0.0214000000,2.26045500000,"Transit",2016
"Kepler-292 f",2.35000000,0.21000000,,0.1410000000,20.83423700000,"Transit",2014
"Kepler-220 d",0.98000000,0.08700000,,0.1630000000,28.12239700000,"Transit",2014
"Kepler-366 c",1.79000000,0.16000000,,0.1100000000,12.51616000000,"Transit",2014
"HD 67087 c",,,1540.00000000,3.8600000000,2374.00000000000,"Radial Velocity",2015
"HD 191939 f",,,915.34581216,3.7100000000,2898.00000000000,"Radial Velocity",2022
"KMT-2019-BLG-1216L b",,,29.87587026,2.4400000000,,"Microlensing",2023
"TOI-4465 b",14.01122587,1.25000000,1872.00931723,0.4160000000,101.94054000000,"Transit",2025
"bet UMi b",,,1938.70000000,1.4000000000,522.30000000000,"Radial Velocity",2014
"Kepler-309 b",1.56000000,0.13900000,,0.0590000000,5.92365300000,"Transit",2014
"Kepler-686 b",12.15000000,1.08395040,,,1.59474546300,"Transit",2016
"TOI-907.01",9.61588510,0.85694229,,0.0552254810,4.58491290000,"Transit",2024
"NGTS-26 b",14.88552637,1.32800000,92.80589484,0.0490000000,4.51992790000,"Transit",2024
"HD 39091 b",,,4481.38053870,3.2800000000,2088.80000000000,"Radial Velocity",2001
"TOI-2322 b",0.99400000,0.08867889,2.31000000,0.0924000000,11.30717000000,"Transit",2025
"TOI-2322 c",1.87400000,0.16718737,18.10000000,0.1362000000,20.22552800000,"Transit",2025
"Kepler-103 c",5.45390000,0.48656521,58.47000000,0.6679000000,179.60978000000,"Transit",2014
"TOI-707 b",2.41600000,0.21550000,,0.2750000000,52.79918000000,"Transit",2026
"WASP-5 b",12.18400000,1.08700000,502.15000000,0.0267000000,1.62842790000,"Transit",2008
"HD 7924 c",,,7.86000000,0.1134000000,15.29900000000,"Radial Velocity",2015
"HD 183263 b",,,1103.18240070,1.4600000000,624.87404000000,"Radial Velocity",2004
"HD 171238 b",,,2796.88998160,2.5180000000,1515.00000000000,"Radial Velocity",2009
"HD 175541 b",,,190.06234000,0.9750000000,298.43000000000,"Radial Velocity",2007
"HD 33142 b",,,400.46379282,1.0740000000,330.00000000000,"Radial Velocity",2011
"Kepler-291 b",2.16000000,0.19300000,,0.0470000000,3.54651100000,"Transit",2014
"HD 154672 b",,,1706.74710000,0.6000000000,163.94000000000,"Radial Velocity",2008
"K2-77 b",2.49960270,0.22300000,,0.0753000000,8.20008440000,"Transit",2016
"K2-266 b",3.30000000,0.29440628,11.26782377,0.0130600000,0.65852400000,"Transit",2018
"Kepler-990 c",1.53000000,0.13649746,,,0.53835430800,"Transit",2016
"TOI-2992 b",13.75341932,1.22700000,1058.36859531,0.0434000000,3.00781200000,"Transit",2025
"Kepler-450 d",0.83700000,0.07467214,,,7.51464000000,"Transit",2015
"Kepler-638 b",1.83000000,0.16326166,,,6.07972888000,"Transit",2016
"Kepler-479 b",2.12000000,0.18913373,,,12.49341307000,"Transit",2016
"Kepler-363 d",2.05000000,0.18300000,,0.1070000000,11.93212500000,"Transit",2014
"Kepler-1946 b",2.48812698,0.22197620,,,3.03519010500,"Transit",2021
"24 Sex c",,,273.32000000,2.0800000000,883.00000000000,"Radial Velocity",2010
"Kepler-1747 b",4.26508000,0.38050561,,,6.23031997700,"Transit",2021
"K2-335 b",2.21000000,0.19716333,,,12.28321100000,"Transit",2021
"K2-344 b",1.59000000,0.14185054,,,3.35585000000,"Transit",2021
"KELT-6 c",,,1179.14930000,2.3900000000,1276.00000000000,"Radial Velocity",2015
"Kepler-126 b",1.52000000,0.13600000,,0.0990000000,10.49571100000,"Transit",2014
"Kepler-228 d",4.04000000,0.36000000,,0.1010000000,11.09428600000,"Transit",2014
"NGTS-15 b",12.32987877,1.10000000,238.68913366,0.0441000000,3.27623000000,"Transit",2021
"BD+37 3172 b",,,3368.98111420,4.6500000000,1887.76000000000,"Radial Velocity",2023
"CoRoT-19 b",14.46000000,1.29000000,352.78000000,0.0518000000,3.89713000000,"Transit",2011
"Kepler-1625 b",6.06000000,0.54063699,,,287.37894900000,"Transit",2016
"Kepler-629 b",1.38000000,0.12311535,,,7.23858540000,"Transit",2016
"TOI-6677 b",5.83507112,0.52057107,,,5.45060661625,"Transit",2026
"K2-397 b",2.41700000,0.21563067,,,3.57232600000,"Transit",2022
"Kepler-1354 b",2.97000000,0.26496565,,,76.61337700000,"Transit",2016
"TOI-1194 b",8.71664516,0.77764833,120.00000000,0.0340000000,2.31064460000,"Transit",2023
"KELT-17 b",17.09372500,1.52500000,416.35730000,0.0488100000,3.08017160000,"Transit",2016
"TOI-3919 b",12.31866979,1.09900000,1233.17421916,0.0795000000,7.43323400000,"Transit",2024
"Kepler-65 d",1.52000000,0.13600000,,0.0840000000,8.13123000000,"Transit",2012
"Kepler-1656 c",,,126.40000000,3.0530000000,1919.00000000000,"Radial Velocity",2022
"MOA-2016-BLG-526L b",,,14.93793513,2.0700000000,,"Microlensing",2024
"K2-71 b",2.15000000,0.19181015,,0.0559000000,6.98541000000,"Transit",2016
"TOI-3785 b",5.14000000,0.45856088,14.95000000,0.0430000000,4.67473730000,"Transit",2023
"Kepler-1595 b",1.23000000,0.10973325,,,4.56380468000,"Transit",2016
"KOI-351 d",2.87000000,0.25600000,,0.3200000000,59.73667000000,"Transit",2013
"TOI-837 b",9.16894621,0.81800000,120.45696625,0.0888000000,8.32491130000,"Transit",2020
"TOI-4860 b",8.70000000,0.77000000,86.70000000,0.0180800000,1.52275910000,"Transit",2023
"NGTS-3 A b",16.58932000,1.48000000,756.43540000,0.0230000000,1.67537280000,"Transit",2018
"K2-174 b",2.60000000,0.23195646,,0.1260000000,19.56230700000,"Transit",2018
"Kepler-1880 b",2.11686218,0.18885412,,,6.30921983700,"Transit",2021
"HAT-P-6 b",16.58932000,1.48000000,419.53560000,,3.85298000000,"Transit",2007
"LHS 1903 d",2.50000000,0.22303545,5.96000000,0.0860400000,12.56628700000,"Transit",2026
"TOI-1201 b",2.41500000,0.21545224,6.28000000,0.0287000000,2.49198630000,"Transit",2021
"Kepler-1093 c",1.96000000,0.17485949,,,89.72229200000,"Transit",2016
"Kepler-203 d",1.44000000,0.12800000,,0.1000000000,11.32972000000,"Transit",2014
"KMT-2018-BLG-1025L b",,,6.05900000,1.3050000000,,"Microlensing",2021
"Kepler-379 c",2.29000000,0.20400000,,0.3260000000,62.78469700000,"Transit",2014
"WASP-181 b",13.27145600,1.18400000,95.03117000,0.0542700000,4.51950640000,"Transit",2019
"Kepler-1033 b",2.51000000,0.22392720,,,7.56052806000,"Transit",2016
"Kepler-684 b",3.36000000,0.29975912,,,6.77030200800,"Transit",2016
"Kepler-393 b",1.29000000,0.11500000,,0.0910000000,9.18241700000,"Transit",2014
"WASP-72 b",14.45961000,1.29000000,731.00900000,,2.21673000000,"Transit",2012
"Kepler-378 b",0.75000000,0.06700000,,0.1120000000,16.09236100000,"Transit",2014
"WASP-133 b",13.56289000,1.21000000,368.68280000,0.0345000000,2.17642300000,"Transit",2016
"HATS-65 b",16.82470900,1.50100000,260.93843000,0.0449700000,3.10516100000,"Transit",2018
"HD 35759 b",,,1195.04080000,0.3890000000,82.46700000000,"Radial Velocity",2016
"Kepler-1702 b",1.60190793,0.14291265,,,18.50120000000,"Transit",2020
"Kepler-550 b",4.42000000,0.39432599,,,8.60010410900,"Transit",2016
"GJ 887 c",,,6.50000000,0.1210000000,21.78400000000,"Radial Velocity",2020
"TOI-4458 b",12.40834163,1.10700000,552.06794296,0.0522000000,3.93937920000,"Transit",2026
"Kepler-1895 b",2.11934728,0.18907583,,,6.07029008900,"Transit",2021
"TOI-1634 c",,,,,103.00000000000,"Radial Velocity",2022
"Kepler-1218 b",1.44000000,0.12846820,,,22.92212660000,"Transit",2016
"GJ 238 b",0.56600000,0.05049522,,0.0212300000,1.74469990000,"Transit",2024
"TIC 445839811 b",2.47771211,0.22104705,,,11.10862603180,"Transit",2026
"HIP 98599 b",,,2177.12458795,3.9600000000,2656.00000000000,"Radial Velocity",2026
"Kepler-323 b",1.38100000,0.12320478,3.90000000,0.0277800000,1.67832800000,"Transit",2014
"K2-268 e",1.33000000,0.11865486,,,6.13124300000,"Transit",2021
"Kepler-8 b",15.87194400,1.41600000,187.51970000,0.0474000000,3.52249910000,"Transit",2010
"Kepler-904 b",1.77000000,0.15790882,,,3.02166863200,"Transit",2016
"Kepler-772 b",1.82000000,0.16236952,,,12.99207337000,"Transit",2016
"Kepler-669 b",4.83000000,0.43090374,,,4.12554686900,"Transit",2016
"Kepler-1610 c",2.09000000,0.18645763,,0.2323000000,44.98518850000,"Transit",2023
"Kepler-310 b",1.19000000,0.10600000,,0.1110000000,13.93069800000,"Transit",2014
"Kepler-427 b",13.79000000,1.23000000,92.17000000,0.0910000000,10.29099400000,"Transit",2014
"NGTS-33 b",18.38272835,1.64000000,1153.71711741,0.0480000000,2.82797200000,"Transit",2024
"TOI-3976 A b",12.27383387,1.09500000,55.61997123,0.0743000000,6.60766200000,"Transit",2023
"HD 191939 e",,,112.20000000,0.4070000000,101.12000000000,"Radial Velocity",2022
"Kepler-1876 b",0.85300000,0.07609969,2.40000000,0.0758000000,6.99205000000,"Transit",2021
"Kepler-1771 b",4.05537256,0.36179673,,,88.64399719000,"Transit",2021
"HD 224693 b",,,222.48100000,0.1910000000,26.69040000000,"Radial Velocity",2006
"HD 457 b",,,8445.33643080,15.3690000000,20324.58153000000,"Radial Velocity",2022
"TOI-469.01",3.41000000,0.30422035,9.10000000,0.1110000000,13.63082050000,"Transit",2021
"HIP 65891 b",,,1938.75328270,2.8200000000,1089.60000000000,"Radial Velocity",2015
"Kepler-227 c",3.04000000,0.27100000,,0.2900000000,54.41869400000,"Transit",2014
"Kepler-127 d",2.64000000,0.23600000,,0.2800000000,48.63040800000,"Transit",2014
"K2-184 b",1.47000000,0.13114484,,0.1685000000,16.97801020000,"Transit",2018
"Kepler-1026 b",2.21000000,0.19716299,,,36.51560530000,"Transit",2016
"HD 63765 b",,,168.44990000,0.9400000000,358.00000000000,"Radial Velocity",2011
"Kepler-371 b",1.89000000,0.16900000,,0.2000000000,34.76327800000,"Transit",2014
"Kepler-438 b",1.12000000,0.10000000,,0.1660000000,35.23319000000,"Transit",2015
"HD 27442 b",,,495.80000000,1.2710000000,428.10000000000,"Radial Velocity",2000
"Kepler-214 b",2.61000000,0.23300000,,0.1300000000,15.66054400000,"Transit",2014
"Kepler-398 b",0.93000000,0.08300000,,0.0440000000,4.08142300000,"Transit",2014
"Kepler-310 c",3.38000000,0.30200000,,0.2810000000,56.47542000000,"Transit",2014
"TOI-2485 b",12.13932610,1.08300000,766.60211768,0.1093000000,11.23479000000,"Transit",2024
"Kepler-982 b",2.25000000,0.20073156,,,15.77382210000,"Transit",2016
"Kepler-1535 b",2.55000000,0.22749576,,,138.94420000000,"Transit",2016
"Kepler-110 b",1.83000000,0.16300000,,0.1070000000,12.69111200000,"Transit",2014
"HD 73534 b",,,353.42696000,2.9900000000,1750.00000000000,"Radial Velocity",2008
"Kepler-1630 b",2.19000000,0.19537871,,,509.99740200000,"Transit",2016
"Kepler-824 b",1.87000000,0.16683023,,,4.51436633000,"Transit",2016
"HATS-50 b",12.66617000,1.13000000,123.95370000,0.0504600000,3.82970150000,"Transit",2017
"HD 177565 b",,,15.10000000,0.2460000000,44.50500000000,"Radial Velocity",2017
"Kepler-1372 b",1.27000000,0.11330181,,,1.31155556800,"Transit",2016
"KMT-2019-BLG-1367L b",,,4.08000000,1.7000000000,,"Microlensing",2023
"TWA 7 b",,,108.06165838,52.0000000000,,"Imaging",2025
"K2-14 b",4.81000000,0.42911946,,0.0627000000,8.36802000000,"Transit",2015
"Kepler-511 c",4.20964327,0.37555986,,,26.62949944000,"Transit",2021
"TOI-470 b",4.34000000,0.38718953,,0.1190000000,12.19148000000,"Transit",2023
"Kepler-813 b",2.14000000,0.19091801,,,19.12947337000,"Transit",2016
"TOI-2000 c",8.14000000,0.72700000,81.70000000,0.0878000000,9.12705500000,"Transit",2023
